BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
Nonresidential COS,Other,98109.0,7,DOWNTOWN,47.60219,-122.3313,1,36314,0,,204650.0,44.33,54
NonResidential,Other,98101.0,7,DOWNTOWN,47.60849,-122.33924,2,25920,0,,0.0,8.77,100
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60994,-122.33997,4,47686,0,72.0,897694.0,77.48,97
Campus,Mixed Use Property,98101.0,7,DOWNTOWN,47.60805,-122.33978,2,49280,0,,0.0,98.28,116
Campus,Restaurant,98101.0,7,DOWNTOWN,47.60895,-122.34052,2,25380,0,,0.0,218.79,104
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60836,-122.34157,6,40715,0,,0.0,44.89,101
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61113,-122.34556,4,82065,34800,91.0,0.0,11.97,26
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61041,-122.34214,4,36160,0,47.0,0.0,12.98,106
NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.61014,-122.34251,1,34617,0,,0.0,143.34,98
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.6123,-122.34611,5,66900,0,100.0,0.0,14.13,107
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61252,-122.34565,3,29340,0,,0.0,75.99,106
NonResidential,Other,98121.0,7,DOWNTOWN,47.61341,-122.34597,2,22710,0,,0.0,2.01,86
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.6367,-122.3285,3,50499,13540,13.0,0.0,22.46,16
NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE UNION,47.63616,-122.32718,5,54465,9605,68.0,0.0,41.22,52
NonResidential,K-12 School,98102.0,3,EAST,47.63239,-122.32072,2,45960,0,56.0,0.0,182.81,86
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.61992,-122.34539,2,21128,0,97.0,0.0,3.04,57
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.61893,-122.34473,4,274442,0,,0.0,220.26,8
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.61952,-122.34462,3,51552,0,,0.0,10.73,3
NonResidential,Hotel,98109.0,7,LAKE UNION,47.62014,-122.34456,4,38520,0,37.0,0.0,75.25,57
NonResidential,Hotel,98109.0,7,LAKE UNION,47.62174,-122.34417,3,29186,4256,95.0,0.0,30.22,55
NonResidential,Worship Facility,98109.0,7,LAKE UNION,47.6201,-122.34071,1,27338,0,56.0,0.0,4.05,56
NonResidential,Other,98102.0,3,EAST,47.64132,-122.31644,2,85750,65640,,0.0,77.76,17
NonResidential,Laboratory,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6224,-122.36248,2,34416,0,,0.0,422.45,54
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,3,45864,0,94.0,0.0,115.43,86
NonResidential,K-12 School,98125.0,5,NORTHWEST,47.72726,-122.32835,2,49252,0,23.0,0.0,104.91,17
SPS-District K-12,K-12 School,98125.0,5,NORTH,47.71343,-122.31466,1,34005,0,94.0,0.0,10.15,66
SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.56549,-122.39689,1,41221,0,83.0,0.0,46.46,67
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.63245,-122.32529,3,33176,0,89.0,0.0,35.96,29
NonResidential,Retail Store,98102.0,4,LAKE UNION,47.63246,-122.32658,3,25194,3764,,0.0,55.95,23
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.52499,-122.27466,2,75605,0,83.0,0.0,50.67,16
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.52526,-122.27092,2,29525,0,77.0,0.0,24.42,8
NonResidential,Worship Facility,98108.0,2,GREATER DUWAMISH,47.55072,-122.30265,99,21948,0,80.0,0.0,2.27,39
NonResidential,Other,98112.0,3,EAST,47.64033,-122.29135,3,31191,0,,0.0,167.98,89
NonResidential,Other,98125.0,5,NORTH,47.72039,-122.29729,1,37377,0,,0.0,111.73,69
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.53906,-122.32031,1,29380,0,33.0,0.0,5.97,39
NonResidential,Worship Facility,98122.0,3,EAST,47.60321889,-122.3205567,2,22688,0,87.0,0.0,7.07,94
NonResidential,Other,98118.0,2,SOUTHEAST,47.56028,-122.28914,2,22364,0,,0.0,54.44,54
NonResidential,Small- and Mid-Sized Office,98118.0,2,GREATER DUWAMISH,47.54693,-122.28718,2,41262,0,84.0,0.0,13.27,34
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62038,-122.34668,2,43183,0,,0.0,92.45,63
NonResidential,Worship Facility,98115.0,4,NORTH,47.68566,-122.31849,3,45680,0,79.0,0.0,86.81,108
NonResidential,Senior Care Community,98109.0,7,LAKE UNION,47.61935,-122.33389,14,724148,0,8.0,0.0,913.07,10
NonResidential,Worship Facility,98106.0,1,SOUTHWEST,47.53439,-122.37699,1,23562,0,96.0,0.0,3.71,59
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.65804,-122.36537,4,28844,0,,0.0,6.35,17
SPS-District K-12,K-12 School,98126.0,1,DELRIDGE,47.54176,-122.37349,2,54528,0,75.0,0.0,13.75,28
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56067,-122.32646,1,21101,0,,0.0,27.97,27
NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,47.56067,-122.32705,2,45594,0,75.0,0.0,9.42,102
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55013,-122.33044,1,26660,0,,0.0,15.62,66
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56056,-122.32593,1,28126,0,44.0,0.0,18.63,41
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54813,-122.32553,1,35000,0,53.0,0.0,2.64,52
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54948,-122.32536,1,26150,0,6.0,0.0,26.55,54
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.54974,-122.3261,2,24000,0,73.0,0.0,7.59,49
NonResidential,K-12 School,98102.0,3,EAST,47.64132,-122.31644,5,43594,0,38.0,0.0,73.26,48
NonResidential,Distribution Center,98103.0,4,LAKE UNION,47.65791,-122.34274,1,28080,0,,0.0,18.54,104
NonResidential,Senior Care Community,98133.0,5,NORTHWEST,47.72618,-122.35642,2,51298,0,85.0,0.0,203.73,62
NonResidential,Worship Facility,98133.0,5,NORTHWEST,47.72558,-122.3578,1,22047,0,100.0,0.0,1.85,54
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.5213,-122.32182,1,31600,0,3.0,0.0,103.28,37
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.52024,-122.32137,1,35289,0,63.0,0.0,23.9,9
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.51899,-122.321,1,28920,0,50.0,0.0,80.09,35
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.5193,-122.3213,1,22176,0,60.0,0.0,32.77,38
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.51968,-122.3212,1,31300,0,89.0,0.0,9.08,38
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.51918,-122.31957,1,22000,0,14.0,0.0,4.88,37
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.70079,-122.32714,3,39927,0,38.0,0.0,24.88,42
NonResidential,Other,98115.0,5,NORTH,47.69883,-122.32479,1,30610,0,,0.0,135.81,37
NonResidential,Medical Office,98115.0,5,NORTH,47.70007,-122.32533,2,26930,6350,64.0,0.0,6.99,36
NonResidential,Medical Office,98115.0,5,NORTH,47.70087,-122.32379,2,38745,0,76.0,0.0,49.62,48
NonResidential,Self-Storage Facility,98105.0,4,NORTHEAST,47.66353,-122.29505,2,20296,0,,0.0,5.97,57
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66246,-122.29342,2,22135,0,,0.0,27.41,71
NonResidential,Medical Office,98105.0,4,NORTHEAST,47.66183,-122.29264,3,38378,0,86.0,0.0,53.73,49
NonResidential,Warehouse,98105.0,4,NORTHEAST,47.66294,-122.29521,2,33576,0,64.0,0.0,49.73,36
NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,47.66205,-122.29545,1,33005,0,21.0,0.0,225.67,41
NonResidential,Other,98104.0,3,EAST,47.61074,-122.32259,1,20971,0,,0.0,5.08,35
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,3,23910,0,,0.0,15.11,89
NonResidential,Worship Facility,98107.0,6,BALLARD,47.67477,-122.38241,2,21765,0,80.0,0.0,17.38,106
Campus,University,98122.0,3,EAST,47.61065,-122.31711,2,2200000,0,,0.0,3243.48,77
NonResidential,Worship Facility,98122.0,3,CENTRAL,47.6101,-122.30838,2,26560,0,1.0,0.0,64.88,115
NonResidential,Warehouse,98103.0,4,LAKE UNION,47.65022,-122.34174,2,20140,0,49.0,0.0,0.81,59
NonResidential,Retail Store,98118.0,2,GREATER DUWAMISH,47.53846,-122.28305,2,38845,0,82.0,0.0,215.56,24
NonResidential,Supermarket / Grocery Store,98118.0,2,GREATER DUWAMISH,47.53747,-122.28308,1,26092,0,40.0,0.0,173.75,63
SPS-District K-12,K-12 School,98125.0,5,NORTH,47.70743,-122.28463,1,38582,0,85.0,0.0,64.54,61
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55045,-122.32749,1,25500,0,98.0,0.0,55.3,49
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.5478,-122.32307,1,41895,0,,0.0,25.09,55
NonResidential,Retail Store,98108.0,2,GREATER DUWAMISH,47.54912,-122.32184,2,56193,0,,0.0,46.9,58
NonResidential,K-12 School,98107.0,6,BALLARD,47.6712,-122.37568,3,35448,0,97.0,0.0,60.34,94
NonResidential,Supermarket / Grocery Store,98107.0,6,BALLARD,47.66986,-122.37418,1,29214,0,8.0,0.0,208.53,50
NonResidential,Supermarket / Grocery Store,98107.0,6,BALLARD,47.66828,-122.37428,1,89103,43035,34.0,0.0,384.85,16
NonResidential,Other,98125.0,6,BALLARD,47.66621,-122.37502,1,32000,0,,0.0,45.38,55
NonResidential,Mixed Use Property,98107.0,6,BALLARD,47.66389,-122.37307,2,31140,0,,0.0,38.86,106
NonResidential,Warehouse,98107.0,6,BALLARD,47.6644,-122.37246,3,41478,0,3.0,0.0,78.22,41
NonResidential,Warehouse,98107.0,6,BALLARD,47.66411,-122.37185,1,39840,0,2.0,0.0,5.24,36
Nonresidential COS,Other,98107.0,6,BALLARD,47.66984,-122.3842,1,30576,15576,,0.0,38.52,12
NonResidential,Other,98107.0,6,BALLARD,47.66894,-122.38242,2,21528,0,,0.0,6.61,92
NonResidential,Other,98107.0,6,BALLARD,47.66908,-122.38627,2,30000,0,,0.0,13.14,88
NonResidential,Other,98107.0,6,BALLARD,47.67482,-122.37316,2,30087,0,,0.0,36.77,74
NonResidential,Worship Facility,98107.0,6,BALLARD,47.66327,-122.37439,1,40445,0,92.0,0.0,29.24,41
NonResidential,Retail Store,98107.0,6,BALLARD,47.66318,-122.37283,1,23500,0,53.0,0.0,13.29,20
NonResidential,Retail Store,98134.0,6,BALLARD,47.67518,-122.36549,1,22420,0,82.0,0.0,31.79,49
NonResidential,Supermarket / Grocery Store,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1,25842,0,35.0,0.0,237.54,55
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,3,26389,0,,0.0,8.42,24
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,3,25859,0,88.0,0.0,14.9,34
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1,25600,0,1.0,0.0,34.26,42
NonResidential,Other,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1,23169,0,,0.0,1.55,51
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,4,41784,8399,89.0,0.0,9.03,8
NonResidential,Warehouse,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1,56884,0,71.0,0.0,37.49,56
NonResidential,Retail Store,98117.0,6,BALLARD,47.6917,-122.37617,1,32810,0,66.0,0.0,46.44,27
NonResidential,Self-Storage Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,3,30989,0,,0.0,0.68,36
NonResidential,Self-Storage Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,3,39952,0,,0.0,0.4,101
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,2,20022,0,80.0,0.0,4.58,55
NonResidential,Distribution Center,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,2,36498,0,89.0,0.0,14.81,56
NonResidential,Distribution Center,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1,35946,0,,0.0,11.08,48
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,4,30152,5680,96.0,0.0,5.94,9
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,4,22365,0,71.0,0.0,5.07,37
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,4,30172,0,82.0,0.0,6.3,22
NonResidential,Warehouse,98107.0,6,BALLARD,47.66353,-122.38064,4,42500,0,100.0,0.0,1.68,89
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66691,-122.38416,4,23032,0,,0.0,7.82,115
NonResidential,Other,98107.0,6,BALLARD,47.66646,-122.38263,3,45750,4914,,0.0,303.81,116
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66497,-122.38047,2,23500,0,26.0,0.0,34.52,48
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66431,-122.37988,1,22282,0,93.0,0.0,16.67,50
NonResidential,Self-Storage Facility,98107.0,6,BALLARD,47.66351,-122.37961,2,24000,0,,0.0,17.39,114
NonResidential,Mixed Use Property,98107.0,6,BALLARD,47.66852,-122.38175,3,27085,0,,0.0,60.67,107
Nonresidential COS,Other,98125.0,5,NORTH,47.70544,-122.2918,2,29258,0,,0.0,309.14,20
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.719,-122.29966,2,37500,0,58.0,0.0,44.26,85
NonResidential,K-12 School,98125.0,5,NORTHWEST,47.73143,-122.32784,3,23983,0,61.0,0.0,33.28,86
NonResidential,Distribution Center,98106.0,1,DELRIDGE,47.55832,-122.35239,1,24100,0,22.0,0.0,30.49,36
NonResidential,K-12 School,98105.0,4,NORTHEAST,47.66665,-122.31818,2,31343,0,5.0,0.0,128.66,12
NonResidential,Mixed Use Property,98103.0,6,NORTHWEST,47.68582,-122.33709,3,55912,22850,,0.0,17.08,20
NonResidential,Other,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65843,-122.38435,2,20294,0,,0.0,67.45,59
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,4,40571,10849,64.0,0.0,8.97,33
NonResidential,Small- and Mid-Sized Office,98199.0,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.38383,4,41707,15659,78.0,0.0,12.24,33
NonResidential,Mixed Use Property,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65118,-122.37875,2,57644,0,,0.0,42.87,56
NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64913,-122.37929,2,39497,0,9.0,0.0,28.28,61
Nonresidential COS,Other,98112.0,3,EAST,47.6303,-122.3142,1,33087,0,,0.0,121.9,84
NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.70793,-122.33316,2,27574,0,73.0,0.0,8.44,34
NonResidential,Retail Store,98125.0,5,NORTH,47.70747,-122.32249,1,24982,0,99.0,0.0,2.34,51
NonResidential,Senior Care Community,98125.0,5,NORTH,47.71069,-122.32674,5,43661,0,4.0,0.0,82.57,18
NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.70842,-122.3332,3,76105,27307,91.0,0.0,17.24,29
NonResidential,Mixed Use Property,98125.0,5,NORTH,47.70983,-122.31865,2,32009,0,,0.0,44.28,64
NonResidential,Retail Store,98125.0,5,NORTH,47.70708,-122.32251,1,41615,0,69.0,0.0,13.25,50
NonResidential,Medical Office,98125.0,5,NORTH,47.70676,-122.32264,3,28841,0,55.0,0.0,33.42,28
NonResidential,Self-Storage Facility,98125.0,5,NORTH,47.70782,-122.31873,2,33344,0,,0.0,0.86,39
Nonresidential COS,Other,98125.0,5,NORTH,47.70541,-122.32232,1,30498,0,,0.0,80.19,11
NonResidential,K-12 School,98106.0,1,DELRIDGE,47.51698,-122.35946,2,42975,0,92.0,0.0,42.96,92
NonResidential,Other,98108.0,1,DELRIDGE,47.53366,-122.33733,1,23260,0,,0.0,52.41,53
NonResidential,Small- and Mid-Sized Office,98106.0,1,DELRIDGE,47.53309,-122.33977,2,30659,0,88.0,0.0,55.85,28
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,2,27144,0,,0.0,32.58,96
NonResidential,Other,98133.0,5,NORTHWEST,47.70969,-122.34557,1,23166,0,,0.0,184.6,46
NonResidential,Medical Office,98133.0,5,NORTHWEST,47.70558,-122.33486,2,34759,0,81.0,0.0,11.39,37
NonResidential,Hospital,98133.0,5,NORTHWEST,47.71425,-122.33689,1,415632,0,85.0,0.0,3278.11,50
NonResidential,Worship Facility,98133.0,5,NORTHWEST,47.71745,-122.33221,2,44719,0,,0.0,53.21,51
NonResidential,Supermarket / Grocery Store,98144.0,2,GREATER DUWAMISH,47.57894,-122.31287,1,21603,0,16.0,0.0,129.89,51
NonResidential,Medical Office,98112.0,3,EAST,47.62014,-122.31228,3,591981,0,60.0,0.0,3238.24,52
NonResidential,Distribution Center,98108.0,1,DELRIDGE,47.53158,-122.33568,1,42900,0,53.0,0.0,3.04,37
Campus,Other,98108.0,1,DELRIDGE,47.51885,-122.33421,1,57952,0,,0.0,96.15,11
NonResidential,Other,98108.0,1,DELRIDGE,47.52956,-122.33592,1,26232,0,,0.0,122.71,45
NonResidential,Warehouse,98144.0,3,DOWNTOWN,47.59783,-122.31554,2,25840,0,92.0,0.0,2.19,60
NonResidential,Small- and Mid-Sized Office,98144.0,2,DOWNTOWN,47.59721,-122.31838,1,45145,0,,0.0,43.63,28
NonResidential,Small- and Mid-Sized Office,98144.0,3,DOWNTOWN,47.59728,-122.31587,5,70332,22095,89.0,0.0,19.12,15
SPS-District K-12,K-12 School,98108.0,2,GREATER DUWAMISH,47.55813,-122.3189,1,50546,0,94.0,0.0,12.15,45
NonResidential,Supermarket / Grocery Store,98117.0,6,BALLARD,47.6899,-122.37619,1,45522,0,22.0,0.0,326.74,22
NonResidential,Retail Store,98133.0,5,NORTHWEST,47.72286,-122.34612,2,20088,0,,0.0,2.28,37
Campus,Other,98134.0,1,GREATER DUWAMISH,47.57049,-122.34857,2,138907,0,,0.0,179.55,27
NonResidential,Small- and Mid-Sized Office,98134.0,1,GREATER DUWAMISH,47.56999,-122.34703,2,40657,0,57.0,0.0,23.6,19
NonResidential,Warehouse,98134.0,1,GREATER DUWAMISH,47.57279,-122.35066,1,20200,0,,0.0,2.25,116
NonResidential,Residence Hall,98104.0,3,EAST,47.6073,-122.32585,1,44086,0,29.0,1920474.25,184.0,112
NonResidential,Small- and Mid-Sized Office,98104.0,3,EAST,47.60663,-122.32526,7,54372,20824,94.0,0.0,9.79,46
NonResidential,Other,98104.0,3,EAST,47.60709,-122.32416,1,47699,0,,8630381.0,712.39,65
NonResidential,Medical Office,98104.0,3,EAST,47.60862,-122.32372,0,274568,0,52.0,13296249.0,1110.07,71
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.60819,-122.32282,3,21282,0,69.0,762542.3125,62.23,60
NonResidential,Other,98118.0,2,SOUTHEAST,47.54563,-122.27616,2,41022,0,,0.0,26.41,95
NonResidential,Other,98106.0,1,DELRIDGE,47.57058,-122.35626,2,28109,0,,0.0,38.39,50
NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.72986,-122.29278,3,33580,12990,100.0,0.0,2.86,31
NonResidential,Warehouse,98165.0,5,NORTH,47.72051,-122.30103,1,21936,0,100.0,0.0,2.69,39
NonResidential,Other,98125.0,5,NORTH,47.72083,-122.29979,1,30160,0,,0.0,44.26,47
NonResidential,Mixed Use Property,98011.0,7,DOWNTOWN,47.61056,-122.33661,11,111137,0,,0.0,294.65,107
NonResidential,Other,98106.0,1,DELRIDGE,47.56319,-122.35067,1,40189,0,,0.0,37.65,19
NonResidential,Small- and Mid-Sized Office,98103.0,1,DELRIDGE,47.56877,-122.36369,2,66484,0,69.0,0.0,21.24,28
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.60789,-122.32249,3,25151,0,85.0,748984.6875,62.05,57
NonResidential,Hotel,98104.0,3,EAST,47.60958,-122.32646,6,35770,0,56.0,0.0,112.34,88
NonResidential,Hotel,98101.0,3,EAST,47.60981,-122.32687,9,48006,0,85.0,0.0,101.31,88
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.59949,-122.31851,2,29631,0,,0.0,146.93,56
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59727,-122.32196,2,23472,0,,0.0,46.45,27
Nonresidential COS,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.5956,-122.32292,2,21315,0,34.0,0.0,110.66,43
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62481,-122.35762,4,57110,15812,69.0,0.0,24.31,32
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61833,-122.35871,3,34030,0,50.0,0.0,22.26,37
NonResidential,Restaurant,98126.0,1,SOUTHWEST,47.58654,-122.37644,2,20398,0,,0.0,334.15,114
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5746,-122.32637,1,41308,0,7.0,0.0,38.57,64
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.60195,-122.33516,3,43878,0,,0.0,5.37,103
NonResidential,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,3,34976,0,,0.0,15.7,104
NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65674,-122.37223,1,38255,0,12.0,0.0,33.8,59
Campus,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65561,-122.38063,1,260241,0,,0.0,565.55,61
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65103,-122.35541,3,48924,0,71.0,0.0,59.24,27
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.64168,-122.32562,4,50333,18036,88.0,0.0,11.17,57
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.6404,-122.32553,4,57432,21906,,0.0,17.57,30
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.63995,-122.32557,3,25912,7956,,0.0,4.65,47
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.64113,-122.32625,3,57132,21908,73.0,0.0,13.91,16
NonResidential,Worship Facility,98106.0,1,DELRIDGE,47.52172,-122.35487,2,24224,0,52.0,0.0,26.73,59
NonResidential,Worship Facility,98106.0,1,DELRIDGE,47.51989,-122.35489,1,23706,0,78.0,0.0,13.12,53
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.5465,-122.31704,1,31900,0,,0.0,13.7,53
NonResidential,Other,98136.0,1,SOUTHWEST,47.5219,-122.38787,1,49066,0,,0.0,178.86,99
NonResidential,Worship Facility,98136.0,1,SOUTHWEST,47.52097,-122.38688,3,30740,0,,0.0,61.3,64
NonResidential,Supermarket / Grocery Store,98118.0,2,SOUTHEAST,47.52262,-122.26922,1,67450,0,97.0,0.0,55.86,57
SPS-District K-12,K-12 School,98117.0,6,BALLARD,47.69497,-122.38704,1,39971,0,,0.0,50.22,58
NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65649,-122.37507,1,46970,0,,0.0,6.16,68
NonResidential,Warehouse,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6331,-122.37582,1,47554,0,,0.0,16.04,85
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,2,43016,5400,100.0,0.0,60.57,37
NonResidential,Mixed Use Property,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63034,-122.37412,1,24196,0,,0.0,22.29,85
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,2,20671,0,98.0,0.0,24.76,76
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.58065,-122.33356,1,21600,0,57.0,0.0,14.36,89
NonResidential,Worship Facility,98146.0,1,SOUTHWEST,47.50959,-122.37417,1,35844,0,14.0,0.0,6.04,39
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.66116,-122.34172,3,31774,0,85.0,0.0,18.87,100
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56121,-122.33872,1,26094,0,19.0,0.0,4.95,63
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.56121,-122.33872,2,23687,0,68.0,0.0,7.56,33
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.56121,-122.33872,2,24221,0,20.0,0.0,10.01,33
NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.60546,-122.34091,2,71919,14083,37.0,0.0,37.51,116
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60546,-122.34091,2,32027,0,54.0,0.0,128.41,116
NonResidential,Small- and Mid-Sized Office,98105.0,7,DOWNTOWN,47.6032,-122.33663,3,32160,0,,0.0,19.56,110
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.59549,-122.32538,3,47836,7572,,0.0,109.59,24
NonResidential,Small- and Mid-Sized Office,98134.0,2,GREATER DUWAMISH,47.58802,-122.32111,3,34425,0,84.0,0.0,50.07,102
SPS-District K-12,K-12 School,98108.0,2,GREATER DUWAMISH,47.55226,-122.29629,2,52609,0,67.0,0.0,46.51,45
NonResidential,Medical Office,98116.0,1,SOUTHWEST,47.57296,-122.38643,3,40304,12000,5.0,0.0,13.67,32
NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,47.52878,-122.32771,1,29619,0,50.0,0.0,42.45,26
NonResidential,K-12 School,98144.0,3,CENTRAL,47.59692,-122.30601,2,21592,0,47.0,0.0,54.24,94
NonResidential,K-12 School,98115.0,5,NORTH,47.69061,-122.31992,2,23923,0,69.0,0.0,19.51,85
NonResidential,Small- and Mid-Sized Office,98144.0,3,CENTRAL,47.59976,-122.31441,3,25200,0,47.0,0.0,37.08,109
